id,number,title,code_blocks,labels_raw,component,type,priority,state,created_at,closed_at,resolution_hours,author,num_comments,num_assignees,repo,res_bucket,tfidf_top1,tfidf_top1_conf,tfidf_top2,tfidf_top2_conf,tfidf_top3,tfidf_top3_conf,bge_similar_1,bge_similar_1_score,bge_similar_2,bge_similar_2_score,bge_similar_3,bge_similar_3_score,stratum,label_status,body_excerpt
106242610,13904,API server is not accessible via VirtualBox/docker-machine after getting started instructions,"``` json
    {
      ""name"": ""apiserver"",
      ""image"": ""gcr.io/google_containers/hyperkube:VERSION"",
      ""command"": [
              ""/hyperkube"",
              ""apiserver"",
              ""--portal-net=10.0.0.1/24"",
              ""--address=127.0.0.1"",
              ""--etcd-servers=http://127.0.0.1:4001"",
              ""--cluster-name=kubernetes"",
              ""--v=2""
        ]
    },
```

``` console
docker exec kubelet perl -pi -e 's/address=127.0.0.1/address=0.0.0.0/' /etc/kubernetes/manifests/master.json
docker restart kubelet
```

``` console
$ kubectl -s $(docker-machine ip dev):8080 get nodes
NAME        LABELS                             STATUS
127.0.0.1   kubernetes.io/hostname=127.0.0.1   Ready
```

``` console
$ docker version
Client version: 1.7.0
Client API version: 1.19
Go version (client): go1.4.2
Git commit (client): 0baf609
OS/Arch (client): darwin/amd64
Server version: 1.7.1
Server API version: 1.19
Go version (server): go1.4.2
Git commit (server): 786b29d
OS/Arch (server): linux/amd64
```

``` console
$ kubectl version
Client Version: version.Info{Major:""1"", Minor:""0"", GitVersion:""v1.0.1"", GitCommit:""6a5c06e3d1eb27a6310a09270e4a5fb1afa93e74"", GitTreeState:""clean""}
Server Version: version.Info{Major:""1"", Minor:""0"", GitVersion:""v1.0.1"", GitCommit:""6a5c06e3d1eb27a6310a09270e4a5fb1afa93e74"", GitTreeState:""clean""}
```

``` console
$ uname -a
Darwin radioactivity.local 14.5.0 Darwin Kernel Version 14.5.0: Wed Jul 29 02:26:53 PDT 2015; root:xnu-2782.40.9~1/RELEASE_X86_64 x86_64
```

``` console
$ VBoxManage -v
4.3.28r100309
```

``` console
$ docker-machine --version
docker-machine version 0.4.0-dev (HEAD)
```",['priority/backlog' 'area/apiserver' 'sig/docs'],apiserver,,backlog,closed,2015-09-13 21:57:09+00:00,2017-06-11 14:13:28+00:00,15280.271944444445,whilp,6,0,kubernetes/kubernetes,long,apiserver,0.0947,platform/vagrant,0.0602,os/coreos,0.0597,11668,0.7943,1374,0.7927,10697,0.7927,k8s-long-apiserver,pending,"The (awesome) getting started guide for docker includes support for running on VirtualBox and suggests using docker-machine to manage that. While the provided commands do get the kubernetes cluster up and running /within/ the VirtualBox VM, the cluster's API server is not accessible from /outside/ t"
108942603,14762,kubelet stats missing on Ubuntu 15.04,,['priority/important-soon' 'area/cadvisor' 'sig/node'],cadvisor,,important-soon,closed,2015-09-29 19:31:28+00:00,2017-03-01 04:22:26+00:00,12440.849444444444,satheessh,24,0,kubernetes/kubernetes,long,provider/gcp,0.0801,ui,0.0603,os/ubuntu,0.053,12315,0.8013,10659,0.7987,10451,0.7896,k8s-long-cadvisor,pending,"Attached the screen shot from grafana. 
we can notice that heapster memory usage is zero.

Environment:
1. Kubernetes version 1.06
2. Amazon webservice machines. 
 c3.large for master and minions.
3. ami version. -- ubuntu-vivid-15.04-amd64-server-20150611 (ami-f57b8f9e)
4. see below pics from cadvi"
109228512,14895,NegotiateVersion is not working properly,,['priority/backlog' 'area/client-libraries' 'sig/api-machinery'],client-libraries,,backlog,closed,2015-10-01 04:39:33+00:00,2017-03-31 20:17:13+00:00,13143.627777777778,caesarxuchao,4,1,kubernetes/kubernetes,long,provider/gcp,0.0805,client-libraries,0.0739,kubectl,0.0647,14893,0.8085,9762,0.7951,13794,0.784,k8s-long-client-libraries,pending,"NegotiateVersion has several problems:
1. NegotiateVersion does not check group/versions exposed at /apis and prints a warning message when using kubectl to create an experimental resource.
2. NegotiateVersion takes the client#Config.Version into consideration, but it's not clear what value should b"
108697483,14661,Cloud load-balancers should have health checks for nodes,,"['priority/important-soon' 'sig/network' 'area/cloudprovider'
 'lifecycle/frozen']",cloudprovider,,important-soon,closed,2015-09-28 16:39:45+00:00,2019-02-20 19:30:50+00:00,29786.85138888889,thockin,37,0,kubernetes/kubernetes,long,cloudprovider,0.3494,provider/gcp,0.0411,nodecontroller,0.0399,8673,0.8614,2520,0.7634,620,0.7595,k8s-long-cloudprovider,pending,"Given the state of cloud-LB today, most (GCE, AWS, Openstack) LB implementations target nodes indiscriminately. We should ensure that the cloud-load-balancer is only targetting healthy nodes.

We should health-check to the nodes' kubelet or kube-proxy or add a new ""do nothing but answer node health"""
100965756,12716,"""ServiceController should not be run without a cloudprovider."" error message","``` sh
/opt/bin/kube-controller-manager \
--service-account-private-key-file=/etc/kubernetes/server.key \
--root-ca-file=/etc/kubernetes/ca.crt \
--master=127.0.0.1:8080 \
--logtostderr=true
```

```
Aug 14 08:38:56 k8s-master kube-controller-manager[726]: I0814 08:38:56.875568     726 plugins.go:69] No cloud provider specified.
Aug 14 08:38:56 k8s-master kube-controller-manager[726]: I0814 08:38:56.882163     726 nodecontroller.go:114] Sending events to api server.
Aug 14 08:38:56 k8s-master kube-controller-manager[726]: E0814 08:38:56.884080     726 controllermanager.go:201] Failed to start service controller: ServiceController should not be run without a cloudprovider.
```",['priority/backlog' 'area/controller-manager'],controller-manager,,backlog,closed,2015-08-14 08:56:25+00:00,2016-07-20 18:11:23+00:00,8193.249444444444,kayrus,7,0,kubernetes/kubernetes,long,controller-manager,0.3543,cloudprovider,0.0537,os/coreos,0.04,11172,0.8248,5505,0.7771,2744,0.7668,k8s-long-controller-manager,pending,"installation: coreos, binaries, v1.0.3

[CODE_BLOCK]

logs:

[CODE_BLOCK]

""ServiceController should not be run without a cloudprovider."", but it actually runs...

relates to #11172

/cc @kelseyhightower"
71340724,7365,Downward API for service environment vars,"``` go
type EnvVarSource struct {
  FieldPath        *ObjectFieldSelector
  ServiceFieldPath *NamedObjectFieldSelector
}

type NamedObjectFieldSelector {
    ObjectFieldSelector

    Name string
}
```","['priority/important-soon' 'area/downward-api' 'sig/api-machinery'
 'sig/service-catalog' 'lifecycle/frozen']",downward-api,,important-soon,closed,2015-04-27 16:47:42+00:00,2024-02-14 02:38:39+00:00,77145.84916666667,pmorie,13,1,kubernetes/kubernetes,long,downward-api,0.2474,api,0.0539,security,0.042,6739,0.8372,386,0.7761,8020,0.7745,k8s-long-downward-api,pending,"Forking from discussion on #6739

We should be able to set environment vars for service information using the downward API mechanism from #6739. Since services are not local to the object, we need a way to specify them in the API. How about:

[CODE_BLOCK]

This will definitely lurch us closer to a f"
102464405,13057,storage.Interface leaks error abstractions,"```
    if err := e.Storage.Create(key, obj, out, ttl); err != nil {
        err = etcderr.InterpretCreateError(err, e.EndpointName, name)
        err = rest.CheckGeneratedNameError(e.CreateStrategy, err, obj)
        return nil, err
    }
```

```
    if err := e.Storage.Get(key, obj, false); err != nil {
        return nil, etcderr.InterpretDeleteError(err, e.EndpointName, name)
    }
```",['priority/important-soon' 'area/etcd' 'sig/api-machinery'],etcd,,important-soon,closed,2015-08-21 21:21:41+00:00,2017-01-05 00:25:12+00:00,12051.058611111112,smarterclayton,6,1,kubernetes/kubernetes,long,provider/gcp,0.061,kubectl,0.0509,security,0.0471,9721,0.7711,4899,0.7653,5684,0.7624,k8s-long-etcd,pending,"[INLINE_CODE] abstracts a key value store, but it does not transform the errors returned (which are needed by callers):

[CODE_BLOCK]

and 

[CODE_BLOCK]

are examples where lower level errors are converted to higher level conditions (because we Get before Deleting to check certain conditions).

Cal"
63086966,5665,CloudProvider reconciler/controller for required dependencies,,"['priority/backlog' 'area/extensibility' 'area/cloudprovider'
 'sig/cluster-lifecycle']",extensibility,,backlog,closed,2015-03-19 20:41:20+00:00,2017-06-12 20:37:27+00:00,19583.93527777778,alex-mohr,6,0,kubernetes/kubernetes,long,cloudprovider,0.118,extensibility,0.0597,controller-manager,0.0514,6464,0.7839,8164,0.7813,4909,0.7745,k8s-long-extensibility,pending,"A number of resources in Kubernetes need to be synced with the cloud provider -- disks, VMs, load balancers. See e.g. https://github.com/GoogleCloudPlatform/kubernetes/issues/5180

Options are:
- Each XController has a big switch statement and calls out to the appropriate provider when a matching re"
59131767,4860,kubectl create service gives unhelpful error message,"```
$ cluster/kubectl.sh create -f examples/guestbook-go/guestbook-service.json
current-context: ""kubernetes-satnam_kubernetes""
Running: cluster/../cluster/gce/../../_output/dockerized/bin/linux/amd64/kubectl create -f examples/guestbook-go/guestbook-service.json

F0226 11:45:59.572817   22099 create.go:83] Timeout: request did not complete within allowed duration
```","['priority/backlog' 'area/introspection' 'area/usability' 'area/kubectl'
 'sig/api-machinery']",introspection,,backlog,closed,2015-02-26 19:49:29+00:00,2016-05-17 06:46:23+00:00,10690.948333333334,satnam6502,2,0,kubernetes/kubernetes,long,usability,0.0905,kubectl,0.0845,apiserver,0.0598,4270,0.8565,11392,0.8353,4513,0.8148,k8s-long-introspection,pending,"Rather than writing out an error message about some timeout it would be more helpful to give an informative error message about what went wrong e.g. what operation failed.

[CODE_BLOCK]"
100872757,12686,Using docker run --group-add to track container disk usage through disk quota,,"['priority/important-soon' 'area/isolation' 'area/cadvisor' 'sig/node'
 'lifecycle/rotten']",isolation,,important-soon,closed,2015-08-13 21:27:57+00:00,2018-02-15 20:43:05+00:00,22007.25222222222,dchen1107,7,1,kubernetes/kubernetes,long,isolation,0.2424,provider/gcp,0.0764,docker,0.0569,3518,0.7663,14991,0.7205,13479,0.7104,k8s-long-isolation,pending,"Docker 1.8 introduces a new option --group-add to run command: https://docs.docker.com/reference/commandline/run/

We could use this to add another supplementary gid to the processes of a container, so that we can track the disk usage of a container easily through disk quota. 

cc/ @vishh @bgrant060"
108614863,14641,connections left in CLOSE_WAIT state by kube-proxy,"```
kube-prox 23746                     root *614u  IPv4 42992070      0t0  TCP 10.132.0.1:34014->10.132.0.66:http (CLOSE_WAIT)
kube-prox 23746                     root *615u  IPv4 43032273      0t0  TCP 10.132.0.1:38563->10.132.0.65:http (CLOSE_WAIT)
kube-prox 23746                     root *617u  IPv4 43035720      0t0  TCP 10.132.0.1:36391->10.132.0.66:http (CLOSE_WAIT)
kube-prox 23746                     root *618u  IPv4 42992252      0t0  TCP 10.132.0.1:34081->10.132.0.66:http (CLOSE_WAIT)
kube-prox 23746                     root *620u  IPv4 42991396      0t0  TCP 10.132.0.1:36200->10.132.0.65:http (CLOSE_WAIT)
kube-prox 23746                     root *621u  IPv4 43132819      0t0  TCP 10.132.0.1:44569->10.132.0.65:http (CLOSE_WAIT)
kube-prox 23746                     root *624u  IPv4 43165082      0t0  TCP 10.132.0.1:43944->10.132.0.66:http (CLOSE_WAIT)
kube-prox 23746                     root *626u  IPv4 43031562      0t0  TCP 10.132.0.1:59677->10.132.0.64:http (CLOSE_WAIT)
kube-prox 23746                     root *628u  IPv4 42995836      0t0  TCP 10.132.0.1:57648->10.132.0.64:http (CLOSE_WAIT)
kube-prox 23746                     root *630u  IPv4 43029986      0t0  TCP gke-blendle-default-ff60bbe2-node-83pj.c.bnl-blendle.internal:54513->10.132.1.62:http (CLOSE_WAIT)
kube-prox 23746                     root *635u  IPv4 43011586      0t0  TCP 10.132.0.1:37451->10.132.0.65:http (CLOSE_WAIT)
kube-prox 23746                     root *637u  IPv4 43011588      0t0  TCP gke-blendle-default-ff60bbe2-node-83pj.c.bnl-blendle.internal:49278->10.132.2.61:http (CLOSE_WAIT)
kube-prox 23746                     root *638u  IPv4 43036713      0t0  TCP gke-blendle-default-ff60bbe2-node-83pj.c.bnl-blendle.internal:50397->10.132.2.61:http (CLOSE_WAIT)
kube-prox 23746                     root *642u  IPv4 43008586      0t0  TCP gke-blendle-default-ff60bbe2-node-83pj.c.bnl-blendle.internal:49100->10.132.2.61:http (CLOSE_WAIT)
```

```
{
  ""major"": ""1"",
  ""minor"": ""0"",
  ""gitVersion"": ""v1.0.6"",
  ""gitCommit"": ""388061f00f0d9e4d641f9ed4971c775e1654579d"",
  ""gitTreeState"": ""clean""
}
```

```
gcloud container clusters list
NAME             ZONE            MASTER_VERSION  MASTER_IP       MACHINE_TYPE   STATUS
blendle-default  europe-west1-c  1.0.6           xxx             n1-standard-8  RUNNING
```

```
Version:
 Kernel Version:        3.16.0-0.bpo.4-amd64
 OS Image:          Debian GNU/Linux 7 (wheezy)
 Container Runtime Version: docker://1.6.2
 Kubelet Version:       v1.0.6
 Kube-Proxy Version:        v1.0.6
```",['sig/network' 'area/kube-proxy'],kube-proxy,,,closed,2015-09-28 08:51:24+00:00,2016-06-09 16:34:15+00:00,6127.714166666667,JeanMertz,1,0,kubernetes/kubernetes,long,kube-proxy,0.3031,provider/gcp,0.0891,reliability,0.0376,13423,0.8133,4596,0.8048,7938,0.8041,k8s-long-kube-proxy,pending,"@brendandburns asked me to create an issue after mentioning this on Slack.

[INLINE_CODE] keeps increasing gradually on our [INLINE_CODE] clients on a GKE-hosted Kubernetes cluster.

[CODE_BLOCK]

issuing a [INLINE_CODE] removes these stuck connections. Without this hotfix from time to time, things "
